account,last_id,self_last_msg,self_last_id,friend_last_msg,friend_last_id
z_个护_羊芷柑噜吸金版,421114336447566,宝子，你好。最近在广州学习，加晚了，请见谅！抖音账号现在定位在个护家清，其他品类目前不会带了。视频号不分品类。团队刚成立，人少，如果回复慢了，也请见谅。,421114336447636,[图片],421114336447566
