account,last_id,self_last_msg,self_last_id,friend_last_msg,friend_last_id
z_河马功坊,421114336448708,,-1,榜一牛奶花胶，出视频就投流，包消耗100！千川预算无上限的去投的，请问有兴趣合作一下吗宝子,421114336448708
