account,last_id,self_last_msg,self_last_id,friend_last_msg,friend_last_id
z_PED电解质水,421114336454047,辛苦发链接和产品介绍，后续会尽快回复,421114336454055,宝子  可以看一下感不感兴趣，感兴趣可以聊一下合作,421114336454047
